insertId,labels.execution_id,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
000000-b6c416b4-fa9b-465a-96f4-85ff68522b99,yvm2ux2l5li9,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:34.286361642Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:31.057584346Z,projects/taller3-pcuneo/traces/b1501c0de57e2c9aa0e50db60aec0d88
000000-217d09b1-e09e-44bc-8c08-be85991c9a46,2a5fdiy6ae20,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:41.718066265Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 240 ms, finished with status code: 200",2021-10-09T12:38:31.028005969Z,projects/taller3-pcuneo/traces/1b825d5870efdaf513023d3a9f253230
000000-f67bc6a1-e89e-46fd-8b5f-fc2e32092a68,yvm2kmesm7g0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 59 ms, finished with status code: 200",2021-10-09T12:38:30.995962432Z,projects/taller3-pcuneo/traces/481c05b2835a9784fb461032150c96bf
000000-4696572b-94ba-4eec-aa10-9e6dcd60f94d,qh2rbuzszviw,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.983486919Z,projects/taller3-pcuneo/traces/365fe4b24192e818e58e09c88d17bfc0
000000-8187ecdd-7024-4cb4-afef-48fff12ab5c8,qh2r71ts3ub1,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 108 ms, finished with status code: 200",2021-10-09T12:38:30.981070755Z,projects/taller3-pcuneo/traces/4f9018f0242a6a19afa481a9913d776b
000000-2e22d5e4-7396-480e-99af-268cde5e16f3,e05yx53uwx51,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.965713867Z,projects/taller3-pcuneo/traces/364782638da56e4b6380a28fc25679cc
000000-23059b9f-107c-4537-99ff-d8cf7fa61551,e05ynu356w81,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 96 ms, finished with status: 'ok'",2021-10-09T12:38:30.960939115Z,projects/taller3-pcuneo/traces/177f3586ca031e31f040df50789c923d
000000-9136bdec-e7c6-4fb6-a601-6fec6877e8e3,6jdscdgyqpr6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:40.789501226Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 104 ms, finished with status code: 200",2021-10-09T12:38:30.947436878Z,projects/taller3-pcuneo/traces/9649c4d0f3849ac6b3acdc8fad5649e4
000000-50e675c0-b2cf-4faa-9638-5f2e8b03d8de,yvm2kmesm7g0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.937022591Z,projects/taller3-pcuneo/traces/481c05b2835a9784fb461032150c96bf
000000-e98e0c96-8bf3-42e2-8025-fa6f508f46e4,yvm2994ts192,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 84 ms, finished with status code: 200",2021-10-09T12:38:30.895824080Z,projects/taller3-pcuneo/traces/dcddefb13ca8399db001d9d71b274cff
000000-95ed9602-ef73-42f0-bb0b-e2b6ab4708b2,qh2r71ts3ub1,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.873710932Z,projects/taller3-pcuneo/traces/4f9018f0242a6a19afa481a9913d776b
000000-12f7dcf8-1383-4572-a94b-23caa25dfaaa,e05ynu356w81,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.865432319Z,projects/taller3-pcuneo/traces/177f3586ca031e31f040df50789c923d
000000-9fcac6e7-6e3c-4a05-93b4-7196f84d447f,e05y6j3gkqqp,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 170 ms, finished with status: 'ok'",2021-10-09T12:38:30.862526013Z,projects/taller3-pcuneo/traces/902437332c62bdcba557a7273b5e8a89
000000-962a9172-73cd-492a-86d6-11538821e6e5,qh2rzhesi7un,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 27 ms, finished with status code: 200",2021-10-09T12:38:30.860451207Z,projects/taller3-pcuneo/traces/0aebe5eb9be17c13fb9cc0436cb1cdbf
000000-743ae621-548e-42a3-b30f-82265bb22fcb,6jdscdgyqpr6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:40.789501226Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.843618871Z,projects/taller3-pcuneo/traces/9649c4d0f3849ac6b3acdc8fad5649e4
000000-b14d17ee-5925-4c5d-a87d-702f7f2c892c,6jds560hcpkf,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:40.789501226Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 35 ms, finished with status code: 200",2021-10-09T12:38:30.834614181Z,projects/taller3-pcuneo/traces/f4aaefb6608d9270ba0fcaaf0f59b2ce
000000-11c396bb-672e-4c20-898c-f24faf775b6e,qh2rzhesi7un,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.833491955Z,projects/taller3-pcuneo/traces/0aebe5eb9be17c13fb9cc0436cb1cdbf
000000-d8905e2e-a737-42c5-bf39-6e28ac5f2c95,yvm2994ts192,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.812267392Z,projects/taller3-pcuneo/traces/dcddefb13ca8399db001d9d71b274cff
000000-283fb50e-4c82-4608-992b-402a02f9935d,yvm2rhixppqz,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 42 ms, finished with status code: 200",2021-10-09T12:38:30.807389776Z,projects/taller3-pcuneo/traces/e45c113fe6f4bb95ba500060d634b308
000000-43a93817-7848-4357-bff7-70b0d48a2269,6jds560hcpkf,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:40.789501226Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.800480372Z,projects/taller3-pcuneo/traces/f4aaefb6608d9270ba0fcaaf0f59b2ce
000000-eed2fd27-f2d9-409d-a8ae-9a5fa4297695,2a5fdiy6ae20,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:41.718066265Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.788248361Z,projects/taller3-pcuneo/traces/1b825d5870efdaf513023d3a9f253230
000000-fd5b7477-2299-4c51-a962-a1356611535c,yvm2rhixppqz,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.765639451Z,projects/taller3-pcuneo/traces/e45c113fe6f4bb95ba500060d634b308
000000-11236880-72cc-448d-90cd-f7123e5e109b,e05y6j3gkqqp,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.693564137Z,projects/taller3-pcuneo/traces/902437332c62bdcba557a7273b5e8a89
000000-d8c9ff4a-b1ac-4db8-9327-71864a8943af,e05yq4roaw0q,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 108 ms, finished with status: 'ok'",2021-10-09T12:38:30.691073543Z,projects/taller3-pcuneo/traces/b2c66d2e7e93fd876dc88542dbf7dd85
000000-a600954c-a44b-4295-beb5-e76977c94542,e05yq4roaw0q,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.583510330Z,projects/taller3-pcuneo/traces/b2c66d2e7e93fd876dc88542dbf7dd85
000000-bac1c67a-f506-4337-89dc-2a192beeeecb,e05ymeby76c1,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 137 ms, finished with status: 'ok'",2021-10-09T12:38:30.580225597Z,projects/taller3-pcuneo/traces/6a93f241ef2b065a8b08c8506998f598
000000-658ecd35-bd5c-413a-8cc9-3795477f6330,2a5fs15wy3q0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 47 ms, finished with status code: 200",2021-10-09T12:38:30.486937252Z,projects/taller3-pcuneo/traces/c530f7601fb244b4a1835c8d0d2d8912
000000-5278a3fa-b68d-43dc-a31c-f6f2e475bede,e05ymeby76c1,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.444174097Z,projects/taller3-pcuneo/traces/6a93f241ef2b065a8b08c8506998f598
000000-ebea96b1-22ab-4a6b-a033-4d2babc05dff,e05yvwy6nliy,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 159 ms, finished with status: 'ok'",2021-10-09T12:38:30.440744740Z,projects/taller3-pcuneo/traces/4be548e8e38f5b99674701f7c3f93d5f
000000-31b193ad-e2fd-41a9-9b80-41c15f65c0f3,2a5fs15wy3q0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.439967045Z,projects/taller3-pcuneo/traces/c530f7601fb244b4a1835c8d0d2d8912
000000-0941c0d8-bf63-44f2-a0bb-7310d2b73ce6,yvm2its7khij,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 56 ms, finished with status code: 200",2021-10-09T12:38:30.418479673Z,projects/taller3-pcuneo/traces/564f31faee5517e97d49f274daf0f0b2
000000-dabbf7fc-a792-45ba-aaba-468edb3634b2,2a5f0d2iq5mk,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 26 ms, finished with status code: 200",2021-10-09T12:38:30.403937796Z,projects/taller3-pcuneo/traces/a0640780272910f629219e8f1c8679a1
000000-d1d8124d-9770-4ef7-aa6e-042912d0df36,2a5f0d2iq5mk,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.378717077Z,projects/taller3-pcuneo/traces/a0640780272910f629219e8f1c8679a1
000000-3d623132-c810-4797-899a-9fc1e1185f02,yvm2its7khij,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.362716208Z,projects/taller3-pcuneo/traces/564f31faee5517e97d49f274daf0f0b2
000000-c61f2438-8e8a-414c-b8e1-c707f08165cd,6jdsu3bewwm8,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:40.789501226Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 175 ms, finished with status code: 200",2021-10-09T12:38:30.358252383Z,projects/taller3-pcuneo/traces/6bf7d225b4b8d5a718b450eaeb247170
000000-1be51ba6-3b08-47e5-90e6-694421e0765e,2a5fob98z73d,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 52 ms, finished with status code: 200",2021-10-09T12:38:30.321915027Z,projects/taller3-pcuneo/traces/72f1f9a15f1581d2521b2fb4130f56eb
000000-c16e64c6-2189-4fdf-bd92-135f977764f0,yvm2wb3jq3ew,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 135 ms, finished with status code: 200",2021-10-09T12:38:30.295016878Z,projects/taller3-pcuneo/traces/2dbbf3d1d1c7ac7f4f3afb13a5ff28d5
000000-cafa3eb6-6e45-4d84-9dcc-2e3f46aef29a,e05yvwy6nliy,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.282765671Z,projects/taller3-pcuneo/traces/4be548e8e38f5b99674701f7c3f93d5f
000000-05b8ae59-6047-44f4-becb-1475d5453e3e,e05ywlfuu7xi,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 91 ms, finished with status: 'ok'",2021-10-09T12:38:30.279232189Z,projects/taller3-pcuneo/traces/51aefa4d06e9edddc19cc6a2623c1f3d
000000-86398d01-9853-419b-8ac6-bc2ff3be39b1,2a5fob98z73d,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.270844681Z,projects/taller3-pcuneo/traces/72f1f9a15f1581d2521b2fb4130f56eb
000000-d62ffc5f-d2f4-4c32-ab67-cade5473b2cc,2a5f2j9kjqx3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 14 ms, finished with status code: 200",2021-10-09T12:38:30.189757036Z,projects/taller3-pcuneo/traces/3b9f9b50e26a46b6675fe34bf3e1d40e
000000-bf749312-cb7d-4afa-b3d5-e0f377b209b2,e05ywlfuu7xi,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.189192246Z,projects/taller3-pcuneo/traces/51aefa4d06e9edddc19cc6a2623c1f3d
000000-b362c358-ce0a-469d-833d-d5165db80cc0,e05yrswbbwrj,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 100 ms, finished with status: 'ok'",2021-10-09T12:38:30.185275134Z,projects/taller3-pcuneo/traces/a5c02bd07ca13492a5d4b6f524cda71b
000000-9ec0a5ee-f53f-49da-bfb1-d50afe95699b,6jdsu3bewwm8,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:40.789501226Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.183543072Z,projects/taller3-pcuneo/traces/6bf7d225b4b8d5a718b450eaeb247170
000000-3786b025-0eab-4813-a05d-62a559f84195,2a5f2j9kjqx3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.175927648Z,projects/taller3-pcuneo/traces/3b9f9b50e26a46b6675fe34bf3e1d40e
000000-1ab758ea-7175-42c8-b26b-c3fa8ac24d09,yvm2wb3jq3ew,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.160603696Z,projects/taller3-pcuneo/traces/2dbbf3d1d1c7ac7f4f3afb13a5ff28d5
000000-8c7c5378-6d76-4615-a921-d4c180da6c8a,2a5fox9msx2s,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 57 ms, finished with status code: 200",2021-10-09T12:38:30.087779230Z,projects/taller3-pcuneo/traces/a6a5225abd884753e950ab5d9dc33eda
000000-e96de60d-45a5-444a-8647-e2006a43a766,e05yrswbbwrj,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.086098571Z,projects/taller3-pcuneo/traces/a5c02bd07ca13492a5d4b6f524cda71b
000000-23c6b487-22d1-410b-8559-45214c87d6bb,e05yxc4gihr6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 135 ms, finished with status: 'ok'",2021-10-09T12:38:30.077435839Z,projects/taller3-pcuneo/traces/da230c5d175e46c4eb497b7df5d21d9b
000000-035be372-d5df-4a31-a07e-e71a7abd442f,2a5fox9msx2s,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:30.031487624Z,projects/taller3-pcuneo/traces/a6a5225abd884753e950ab5d9dc33eda
000000-8d944b05-dac0-49c9-abc0-8939a659a50f,e05yxc4gihr6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:29.943317346Z,projects/taller3-pcuneo/traces/da230c5d175e46c4eb497b7df5d21d9b
000000-fcc5eead-67db-4472-927c-373e65853ab2,e05y0i0s9ihu,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 138 ms, finished with status: 'ok'",2021-10-09T12:38:29.940019050Z,projects/taller3-pcuneo/traces/79f76ced0f7fe4aaaa3ab089be3d5cea
000000-a8c6eca1-a304-4a4b-877c-a73638580e5b,e05y0i0s9ihu,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:29.802658730Z,projects/taller3-pcuneo/traces/79f76ced0f7fe4aaaa3ab089be3d5cea
000000-2f41bd6a-6305-4db9-81a7-3085e41212c4,e05ysefnzgaq,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 125 ms, finished with status: 'ok'",2021-10-09T12:38:29.798052493Z,projects/taller3-pcuneo/traces/e8e3b57bba1bd178be104708d957d400
000000-62e3bbc1-b57f-4dd7-b900-32824bfcea6c,yvm2k4g589aw,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 28 ms, finished with status code: 200",2021-10-09T12:38:29.786621985Z,projects/taller3-pcuneo/traces/f6032d219b4674de46e37efff91394b8
000000-b41ad9b5-0bca-472b-a099-22d6a3d3a111,yvm2k4g589aw,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:29.759001701Z,projects/taller3-pcuneo/traces/f6032d219b4674de46e37efff91394b8
000000-10fec94d-ec39-4171-9992-633eae19da2f,2a5fg3mlhgot,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 105 ms, finished with status code: 200",2021-10-09T12:38:29.695334383Z,projects/taller3-pcuneo/traces/6a84580e4aaa6399f3480edffc5ae36d
000000-b2de3e96-384c-41c8-9a7b-3b9cdbf6358c,qh2rpxj4shug,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 27 ms, finished with status code: 200",2021-10-09T12:38:29.687445308Z,projects/taller3-pcuneo/traces/a0474ba726c62caca919667eb986f365
000000-96c95e64-843b-4539-90aa-98c3259e9a35,e05ysefnzgaq,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:29.673596553Z,projects/taller3-pcuneo/traces/e8e3b57bba1bd178be104708d957d400
000000-eb60b8f6-511b-44bc-ab30-f09bae7947de,e05yc241usot,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:37.800842008Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 185 ms, finished with status: 'ok'",2021-10-09T12:38:29.668877750Z,projects/taller3-pcuneo/traces/745e9655263cc29fa4f8ae5aa4bab54c
000000-34330f10-8a34-463e-a4bb-a21678b4f025,qh2rpxj4shug,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:29.661374919Z,projects/taller3-pcuneo/traces/a0474ba726c62caca919667eb986f365
000000-91eb3b08-0f48-41be-9b5e-37190636666d,6jds2dlxyapy,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:30.822023796Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 118 ms, finished with status code: 200",2021-10-09T12:38:29.661086535Z,projects/taller3-pcuneo/traces/c565de53d628abb5c4e48d95fb704f8c
000000-947ca45c-7f22-42bd-895f-ebbbccfade61,qh2r6e5cj29w,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 110 ms, finished with status code: 200",2021-10-09T12:38:29.659106455Z,projects/taller3-pcuneo/traces/e80f3e9c51dbb7887e177f90e81c54d2
000000-40f51796-9d6e-4d91-afd7-b1153fc47877,yvm2g6mvmo9x,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.307458715Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 120 ms, finished with status code: 200",2021-10-09T12:38:29.602402259Z,projects/taller3-pcuneo/traces/d0c7475e762666c6d88746048ecba755
000000-1379b83c-08fa-45c9-b962-0df11fd98a8b,2a5fg3mlhgot,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:29.590658962Z,projects/taller3-pcuneo/traces/6a84580e4aaa6399f3480edffc5ae36d
000000-a1238ad5-e08b-413d-800d-318cdf288547,2a5fewdd9ho2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:31.384505885Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 81 ms, finished with status code: 200",2021-10-09T12:38:29.587796544Z,projects/taller3-pcuneo/traces/1ae39d349901f63487562c6e04f75f42
000000-7bf86a0c-623a-48b1-aef1-6eaec8b94c8a,qh2r6e5cj29w,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:33.131637063Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:29.549670122Z,projects/taller3-pcuneo/traces/e80f3e9c51dbb7887e177f90e81c54d2
000000-b8223c19-e91d-4b13-8548-a3098dcec15b,6jds2dlxyapy,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:30.822023796Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:29.543838732Z,projects/taller3-pcuneo/traces/c565de53d628abb5c4e48d95fb704f8c
