insertId,labels.execution_id,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,textPayload,timestamp,trace
000000-ad8eefa6-1d0c-41fb-948b-f687bcc1fc8f,xdv2z9edlo4p,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:20.913377356Z,api,taller3-pcuneo,us-central1,cloud_function,api 29170265 home GET,2021-10-11T21:09:19.055Z,projects/taller3-pcuneo/traces/d8607029ac21e1933b166d79c0643f58
000000-6b7fbe28-fec8-4750-83c6-5157bbd5e475,gueqm29j02v7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:29.493409241Z,api,taller3-pcuneo,us-central1,cloud_function,api 270355709 home POST,2021-10-11T21:09:18.772Z,projects/taller3-pcuneo/traces/bea5738f0ec0fd35dce0cec5adbb1fc8
000000-f053fe2a-abb6-4676-8827-b7e29bd0b3d6,xdv23ovd933j,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:20.913377356Z,api,taller3-pcuneo,us-central1,cloud_function,api 29099834 home GET,2021-10-11T21:09:15.809Z,projects/taller3-pcuneo/traces/d948b4c2dd12211dec11a4f9feabdcce
000000-48578af4-4b5a-4913-a340-db55d406a388,gueqhs0evmhn,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:18.420903158Z,api,taller3-pcuneo,us-central1,cloud_function,api 33107491 home POST,2021-10-11T21:09:15.482Z,projects/taller3-pcuneo/traces/746fc3436c72656da6126ffbe5bd7cbf
000000-e15b6710-e514-4bd6-b468-64744eb0adcc,xdv2dhgcvco7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:20.913377356Z,api,taller3-pcuneo,us-central1,cloud_function,api 32158531 home GET,2021-10-11T21:09:12.766Z,projects/taller3-pcuneo/traces/1ecdd19e97ec09bb25d5761dd63941e2
000000-37d51c01-80c0-4ba8-8c39-7b35fb5098c5,gueqrssod3u3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:18.420903158Z,api,taller3-pcuneo,us-central1,cloud_function,api 102773909 home POST,2021-10-11T21:09:12.465Z,projects/taller3-pcuneo/traces/47347544782189c8fcd46ae09a5564be
000000-0ee2d15c-e7f9-4b93-8ed6-133dfc8a8df3,xdv249gt5fxa,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:20.913377356Z,api,taller3-pcuneo,us-central1,cloud_function,api 29233892 home GET,2021-10-11T21:09:10.475Z,projects/taller3-pcuneo/traces/c2eafd6ecccfc2ffff678691842ca872
000000-d46a71c1-926f-46c9-bb9a-009b7a42a758,gueqpoywybox,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:18.420903158Z,api,taller3-pcuneo,us-central1,cloud_function,api 51361966 home POST,2021-10-11T21:09:10.138Z,projects/taller3-pcuneo/traces/cfac25bbb309ccec70795974dce40815
000000-f16ea344-93d4-436a-b58d-85a2ce11bcf4,gueqn9g80cuv,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:18.420903158Z,api,taller3-pcuneo,us-central1,cloud_function,api 53925431 home GET,2021-10-11T21:09:08.438Z,projects/taller3-pcuneo/traces/93289b175a06e3f38eed88821cbe6d7f
000000-be1a14fd-a3e1-4021-aed1-cd10096893b8,gueqfozqlgff,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-11T21:09:18.420903158Z,api,taller3-pcuneo,us-central1,cloud_function,api 131875925 home POST,2021-10-11T21:09:08.169Z,projects/taller3-pcuneo/traces/912c006907f26c9805a35a7bc0d03ec3
