httpRequest.latency,httpRequest.protocol,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.status,httpRequest.userAgent,insertId,labels.execution_id,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
0s,HTTP/1.1,2002:a6a:2793:0:b0:18e:fad1:659b,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f900072b99492ac351,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:21.593652959Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:21.469913Z,projects/taller3-pcuneo/traces/44b7d1baec049b294c9d2b97445e235c
,,,,,,,,,000000-4d551f9e-8e9e-43ff-9a6a-420075a03d4b,v5u3fdhou8g8,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:21.384469500Z,projects/taller3-pcuneo/traces/9f2b9039d01b85c256e485d75c205735
,,,,,,,,,000000-555a37ed-2e59-4ff3-809f-bff9cfe4ad68,v5u3rhuvdjsv,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 98 ms, finished with status: 'ok'",2021-10-10T17:59:21.381985229Z,projects/taller3-pcuneo/traces/800be61ba65d02afe3f8e0ef73b74f69
,,,,,,,,,000000-0c34f533-e577-452d-82e2-a9b9b1f6228d,v5u3rhuvdjsv,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.029999999999999805 about,2021-10-10T17:59:21.381Z,projects/taller3-pcuneo/traces/800be61ba65d02afe3f8e0ef73b74f69
,,,,,,,,,000000-e589a9fa-b31c-48a4-86c8-b8674f52737d,v5u3rhuvdjsv,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:21.285003754Z,projects/taller3-pcuneo/traces/800be61ba65d02afe3f8e0ef73b74f69
,,,,,,,,,000000-dc3f5fb5-8e62-4431-ad54-a802996403b3,v5u3vptrcv6v,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 136 ms, finished with status: 'ok'",2021-10-10T17:59:21.281781012Z,projects/taller3-pcuneo/traces/fd38c9f03c74308bb0f1b3a3ba7229ac
,,,,,,,,,000000-baef766d-0822-453d-b90f-3ccc133275fa,v5u3vptrcv6v,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.010000000000000231 about,2021-10-10T17:59:21.280Z,projects/taller3-pcuneo/traces/fd38c9f03c74308bb0f1b3a3ba7229ac
,,,,,,,,,000000-e75b8659-7f1b-45fa-99c7-7f734cd02c08,v5u3vptrcv6v,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:21.146227219Z,projects/taller3-pcuneo/traces/fd38c9f03c74308bb0f1b3a3ba7229ac
,,,,,,,,,000000-3b91a74c-50a5-4d28-801c-ac90d23c9286,v5u3dg6d2s6g,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 157 ms, finished with status: 'ok'",2021-10-10T17:59:21.142917489Z,projects/taller3-pcuneo/traces/44ed016a371815dd4f7cbac4bcd292d3
,,,,,,,,,000000-0d462235-243e-4c2f-a535-4e97a4a6b47f,v5u3dg6d2s6g,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.04999999999999982 legals,2021-10-10T17:59:21.141Z,projects/taller3-pcuneo/traces/44ed016a371815dd4f7cbac4bcd292d3
,,,,,,,,,000000-a31a3d15-3fab-417a-ac89-0ec7d29cc735,v5u3dg6d2s6g,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.986906341Z,projects/taller3-pcuneo/traces/44ed016a371815dd4f7cbac4bcd292d3
,,,,,,,,,000000-f065ce97-2e23-4be7-a918-13851f76351f,v5u389d9s6q5,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 101 ms, finished with status: 'ok'",2021-10-10T17:59:20.983809325Z,projects/taller3-pcuneo/traces/9808e31a0aa092f205fdf93b4c6f74b1
,,,,,,,,,000000-6c17c222-693a-4664-a7c1-62f03a46fad6,v5u389d9s6q5,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.0 home,2021-10-10T17:59:20.982Z,projects/taller3-pcuneo/traces/9808e31a0aa092f205fdf93b4c6f74b1
0s,HTTP/1.1,2002:a05:6680:e021:b0:9d:1d9d:e2bc,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f8000dfe86aa730824,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:20.929204841Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:20.917126Z,projects/taller3-pcuneo/traces/0e1dceac5a35963e4ce6f84fec50d8a2
0s,HTTP/1.1,2002:a05:6640:53da:b0:3b0:a042:bb9c,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f8000dfe7688f77735,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:20.929204841Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:20.917110Z,projects/taller3-pcuneo/traces/860ee4ce525020d0eeefd60604ec6dfd
0s,HTTP/1.1,2002:a05:6661:6fc4:b0:1bd:de48:ebc,POST,649,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f8000dfe1cc337dc7b,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:20.929204841Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:20.917020Z,projects/taller3-pcuneo/traces/b791ecf033a02f8814f34caa0b454c5a
0s,HTTP/1.1,2002:a17:512:f4d5:b0:3d4:f55a:8603,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f8000dfe17e887f602,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:20.929204841Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:20.917015Z,projects/taller3-pcuneo/traces/6932f4c54d32e409c9f36e7fa3efe5ed
0s,HTTP/1.1,2002:ad6:8088:0:b0:1ae:611e:e66b,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f8000dfde09622c851,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:20.929204841Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:20.916960Z,projects/taller3-pcuneo/traces/5d885fa74a199078f7e0adfe68d95ead
0s,HTTP/1.1,2002:a6a:2793:0:b0:18e:fad1:659b,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f8000dfddcc13c8f71,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:20.929204841Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:20.916956Z,projects/taller3-pcuneo/traces/bb89a6a0957541dfb5277df75a6bea5e
,,,,,,,,,000000-9ddba9d5-db66-45a1-be01-ea8a1a1da4cc,v5u389d9s6q5,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.883367881Z,projects/taller3-pcuneo/traces/9808e31a0aa092f205fdf93b4c6f74b1
,,,,,,,,,000000-fb811aee-db48-4fba-a135-4d06530d7683,v5u3s3m2ywl7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 165 ms, finished with status: 'ok'",2021-10-10T17:59:20.880587157Z,projects/taller3-pcuneo/traces/b8d64eb8cba643b313e06a44ec327d5b
,,,,,,,,,000000-8456cdf6-07d5-4ef8-a2c0-01512d8c0e4f,v5u3s3m2ywl7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.029999999999999805 home,2021-10-10T17:59:20.879Z,projects/taller3-pcuneo/traces/b8d64eb8cba643b313e06a44ec327d5b
,,,,,,,,,000000-b2b07533-bce9-4079-bfba-4118f359b529,v5u3s3m2ywl7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.716024101Z,projects/taller3-pcuneo/traces/b8d64eb8cba643b313e06a44ec327d5b
,,,,,,,,,000000-e075b96f-fe53-4f54-81ee-c95fc0406e64,v5u3ppn26udf,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 110 ms, finished with status: 'ok'",2021-10-10T17:59:20.713312521Z,projects/taller3-pcuneo/traces/d3e05bcbfec97bf62f0c7b404aa13a94
,,,,,,,,,000000-0d4d245a-a510-4cb6-a4e5-e47b76f4736c,v5u3ppn26udf,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.0 about,2021-10-10T17:59:20.712Z,projects/taller3-pcuneo/traces/d3e05bcbfec97bf62f0c7b404aa13a94
,,,,,,,,,000000-0f90a222-323b-42da-b07c-3517b696a784,v5u3ppn26udf,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.603941327Z,projects/taller3-pcuneo/traces/d3e05bcbfec97bf62f0c7b404aa13a94
,,,,,,,,,000000-86dc206a-dd91-405a-bc3b-76c9ea482955,v5u3hi5uei5k,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 90 ms, finished with status: 'ok'",2021-10-10T17:59:20.601240651Z,projects/taller3-pcuneo/traces/9826e131e8bd0ce3230c7f50196f3b10
,,,,,,,,,000000-03b43e51-ebf9-4e66-b319-25347bdd90d4,v5u3hi5uei5k,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.0 about,2021-10-10T17:59:20.600Z,projects/taller3-pcuneo/traces/9826e131e8bd0ce3230c7f50196f3b10
,,,,,,,,,000000-2ffd0ff0-9242-4023-8645-c58a239360a1,v5u3hi5uei5k,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.511562519Z,projects/taller3-pcuneo/traces/9826e131e8bd0ce3230c7f50196f3b10
,,,,,,,,,000000-336a4402-1cdf-4ad7-984f-dac9ce30589c,v5u3h0esc94t,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 126 ms, finished with status: 'ok'",2021-10-10T17:59:20.508949915Z,projects/taller3-pcuneo/traces/8ccfed39895bd24f8acf39e45e86f4c1
,,,,,,,,,000000-f4bc63e9-0c69-40d7-9c75-ba07a362d66d,v5u3h0esc94t,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.029999999999999805 home,2021-10-10T17:59:20.507Z,projects/taller3-pcuneo/traces/8ccfed39895bd24f8acf39e45e86f4c1
0s,HTTP/1.1,2002:a17:50c:f4cb:b0:534:5a09:76d4,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f8000618e582652a80,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:20.595135899Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:20.399589Z,projects/taller3-pcuneo/traces/29703fd03e01cd3e1921a657f3f7fb61
0s,HTTP/1.1,2002:a03:5685:0:b0:315:b04d:d76d,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f8000618e1d5ce6798,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:20.595135899Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:20.399585Z,projects/taller3-pcuneo/traces/92dd163166e22fd14277166808cb03c1
,,,,,,,,,000000-1bfee584-7244-4789-b17f-5303e8b0e9de,v5u3h0esc94t,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.383077900Z,projects/taller3-pcuneo/traces/8ccfed39895bd24f8acf39e45e86f4c1
,,,,,,,,,000000-3828eab5-8b06-44fc-92da-6cb559ee7f70,v5u3mjijlppy,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 106 ms, finished with status: 'ok'",2021-10-10T17:59:20.380324015Z,projects/taller3-pcuneo/traces/231799add06db785f8b04378ccc57751
,,,,,,,,,000000-59256415-8a94-477e-bf39-7d8a113fd21b,v5u3mjijlppy,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.020000000000000018 about,2021-10-10T17:59:20.379Z,projects/taller3-pcuneo/traces/231799add06db785f8b04378ccc57751
,,,,,,,,,000000-fcb90de3-b085-4c6d-8bf2-d93db369bc3a,v5u3mjijlppy,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.274836092Z,projects/taller3-pcuneo/traces/231799add06db785f8b04378ccc57751
,,,,,,,,,000000-8cde0ea0-d6a3-4f81-8663-f1ac7808ee31,v5u3iienfe0n,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 91 ms, finished with status: 'ok'",2021-10-10T17:59:20.272270199Z,projects/taller3-pcuneo/traces/65a452f8077005866409d5c801adabd3
,,,,,,,,,000000-2d02244c-7d1b-49f8-a84d-679abefd0042,v5u3iienfe0n,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.0 home,2021-10-10T17:59:20.271Z,projects/taller3-pcuneo/traces/65a452f8077005866409d5c801adabd3
,,,,,,,,,000000-128c80ea-462f-4d4a-8817-d42c48b26bbf,v5u3iienfe0n,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.181949055Z,projects/taller3-pcuneo/traces/65a452f8077005866409d5c801adabd3
,,,,,,,,,000000-86be5f39-ad2f-4fe2-95a0-8767bda53f8d,v5u3lc3hxeqn,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 103 ms, finished with status: 'ok'",2021-10-10T17:59:20.179433357Z,projects/taller3-pcuneo/traces/0b51c8f99f96ea809d6371d9432a9fe1
,,,,,,,,,000000-c8f98da8-3ecb-4ef5-b9c6-3de143c5f81a,v5u3lc3hxeqn,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.0 about,2021-10-10T17:59:20.178Z,projects/taller3-pcuneo/traces/0b51c8f99f96ea809d6371d9432a9fe1
,,,,,,,,,000000-39addf56-4fb9-45f8-80bf-5d732f9e4eb8,v5u3lc3hxeqn,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:20.076584321Z,projects/taller3-pcuneo/traces/0b51c8f99f96ea809d6371d9432a9fe1
,,,,,,,,,000000-1abcdb1c-0b9e-4389-8164-46299d860bbd,v5u34wmll361,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 112 ms, finished with status: 'ok'",2021-10-10T17:59:20.074501484Z,projects/taller3-pcuneo/traces/44dc9cf89f04157721359ed762b6bf31
,,,,,,,,,000000-b95d9d38-3f64-4d24-b20b-7f59507e6dcc,v5u34wmll361,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.020000000000000018 about,2021-10-10T17:59:20.073Z,projects/taller3-pcuneo/traces/44dc9cf89f04157721359ed762b6bf31
,,,,,,,,,000000-b9bbe0ab-4a37-4cb2-ba58-a21ec173dc63,v5u34wmll361,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:19.962702254Z,projects/taller3-pcuneo/traces/44dc9cf89f04157721359ed762b6bf31
,,,,,,,,,000000-d0bc6a94-1031-4452-b403-0cf05640b664,v5u3ke7ardtd,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 133 ms, finished with status: 'ok'",2021-10-10T17:59:19.947027403Z,projects/taller3-pcuneo/traces/69c4e39220e6bdf47a151a76dae79ba8
,,,,,,,,,000000-ba29c6ec-4064-4502-8b46-9ba387b1f284,v5u3ke7ardtd,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:27.854600905Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.0 about,2021-10-10T17:59:19.929Z,projects/taller3-pcuneo/traces/69c4e39220e6bdf47a151a76dae79ba8
0s,HTTP/1.1,2002:a05:6661:6fc4:b0:1bd:de48:ebc,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f7000d63d2a64459e3,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:19.929235384Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:19.877522Z,projects/taller3-pcuneo/traces/bbf019d2b3618bc823305cfc1cefbb16
0s,HTTP/1.1,2002:a05:6680:e021:b0:9d:1d9d:e2bc,POST,651,https://b8929a5e4a541edf47081f42f7b9ecdb-dot-ua4e69bdd3c41e656p-tp.appspot.com/_ah/push-handlers/pubsub/projects/taller3-pcuneo/topics/visits?pubsub_trigger=true,14,429,CloudPubSub-Google,616329f7000d6392ec5e5039,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:19.929235384Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:19.877458Z,projects/taller3-pcuneo/traces/376ad6982069f38be7a8bd16aa33b94e
,,,,,,,,,000000-a97d2ae8-6aa9-4892-afca-62ad7c1c0c2a,v5u3ke7ardtd,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:20.870616542Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:19.814306863Z,projects/taller3-pcuneo/traces/69c4e39220e6bdf47a151a76dae79ba8
,,,,,,,,,000000-6b8b9ee5-1a83-4982-85e3-12fe75351623,v5u3v1ruior7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:20.870616542Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 108 ms, finished with status: 'ok'",2021-10-10T17:59:19.811448723Z,projects/taller3-pcuneo/traces/1c527fb0daeb82abec5ddf12324985eb
,,,,,,,,,000000-4fc18944-2a4a-420c-af6c-fa724fbbbd7c,v5u3v1ruior7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:20.870616542Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.0 jobs,2021-10-10T17:59:19.810Z,projects/taller3-pcuneo/traces/1c527fb0daeb82abec5ddf12324985eb
,,,,,,,,,000000-df2b0899-d9c4-48a9-95da-554895962fc8,v5u3v1ruior7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:20.870616542Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:19.704076031Z,projects/taller3-pcuneo/traces/1c527fb0daeb82abec5ddf12324985eb
,,,,,,,,,000000-4fae0cbd-d9fe-4731-b5f0-233d97d9ef1c,v5u3q7mmzqqm,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:20.870616542Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 58 ms, finished with status: 'ok'",2021-10-10T17:59:19.701615407Z,projects/taller3-pcuneo/traces/f5632521e48fa0f58ad495f52d5dd336
,,,,,,,,,000000-75d51b61-6cc9-4988-9155-24747524bd7e,v5u3q7mmzqqm,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:20.870616542Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,,inc_visits 0.009999999999999787 legals,2021-10-10T17:59:19.700Z,projects/taller3-pcuneo/traces/f5632521e48fa0f58ad495f52d5dd336
,,,,,,,,,000000-2863c132-2abc-46be-a2b0-7bd35257cb55,v5u3q7mmzqqm,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:20.870616542Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:19.644294325Z,projects/taller3-pcuneo/traces/f5632521e48fa0f58ad495f52d5dd336
,,,,,,,,,000000-f91f5a29-edaf-4690-8393-acc83e4407b3,v5u3u1l4iwwa,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:20.870616542Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 170 ms, finished with status: 'ok'",2021-10-10T17:59:19.641571822Z,projects/taller3-pcuneo/traces/be21c1a1de1e5ee183a1c4e668b013bc
