httpRequest.latency,httpRequest.protocol,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,labels.execution_id,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
,,,,,,,,,,000000-aee076de-eed0-4bea-9e79-8e4f7600e1e9,z1svnyo3bgj2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 394 ms, finished with status code: 200",2021-10-10T17:59:17.756208398Z,projects/taller3-pcuneo/traces/72b39a84bd00b3b3b0c379cda56a3ffb
,,,,,,,,,,000000-5ccc801a-7cbc-47af-b9d5-317b2dc7861c,x7s10qv60znq,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 92 ms, finished with status code: 200",2021-10-10T17:59:17.750736435Z,projects/taller3-pcuneo/traces/6517674fc36a41c91839c33f3ffe7f3a
,,,,,,,,,,000000-424b5df6-9839-4321-b3fe-b392158cbef7,x7s10qv60znq,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.010000000000005116 about GET,2021-10-10T17:59:17.749Z,projects/taller3-pcuneo/traces/6517674fc36a41c91839c33f3ffe7f3a
,,,,,,,,,,000000-3c9ce9ad-cffd-47ae-81a3-fa68ec96e3df,eemmphntr81i,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 76 ms, finished with status code: 200",2021-10-10T17:59:17.680648369Z,projects/taller3-pcuneo/traces/a252a5be03d3a70321aca07d3ea7e8a7
,,,,,,,,,,000000-d03f94b6-acd9-4705-9df5-017154250ccf,eemmphntr81i,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.010000000000005116 home POST,2021-10-10T17:59:17.679Z,projects/taller3-pcuneo/traces/a252a5be03d3a70321aca07d3ea7e8a7
,,,,,,,,,,000000-a362798e-0bf3-4417-ab42-f3198fb70570,z1svnyo3bgj2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.029999999999986926 home POST,2021-10-10T17:59:17.665Z,projects/taller3-pcuneo/traces/72b39a84bd00b3b3b0c379cda56a3ffb
,,,,,,,,,,000000-d359f347-1927-4263-ba42-d6fe5efecd58,x7s10qv60znq,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.659732455Z,projects/taller3-pcuneo/traces/6517674fc36a41c91839c33f3ffe7f3a
,,,,,,,,,,000000-538da217-721f-4737-b0a9-ba27b23d64df,x7s1jkvgb8xl,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 101 ms, finished with status code: 200",2021-10-10T17:59:17.655959656Z,projects/taller3-pcuneo/traces/c7adbdd30748ac21ffcf63e92855d2f2
,,,,,,,,,,000000-30bb6833-3195-4659-b3c9-62cf5a55b0ed,x7s1jkvgb8xl,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.04999999999999716 jobs GET,2021-10-10T17:59:17.654Z,projects/taller3-pcuneo/traces/c7adbdd30748ac21ffcf63e92855d2f2
,,,,,,,,,,000000-c8df3d12-7db6-491a-8c87-7e037b66d660,eemmphntr81i,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.605063275Z,projects/taller3-pcuneo/traces/a252a5be03d3a70321aca07d3ea7e8a7
,,,,,,,,,,000000-8ac9773d-5ef6-40b7-a66c-1270714aeeb9,eemm17qexqlx,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 31 ms, finished with status code: 200",2021-10-10T17:59:17.602596344Z,projects/taller3-pcuneo/traces/6decb4bee987a64bda42f560b6eaaea6
,,,,,,,,,,000000-f89488c8-3317-490f-b8aa-097cf246a406,eemm17qexqlx,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.0 home POST,2021-10-10T17:59:17.596Z,projects/taller3-pcuneo/traces/6decb4bee987a64bda42f560b6eaaea6
,,,,,,,,,,000000-ed718ce6-065e-4d7a-a16d-e72d270a1bac,eemm17qexqlx,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.572151453Z,projects/taller3-pcuneo/traces/6decb4bee987a64bda42f560b6eaaea6
,,,,,,,,,,000000-7a6c0913-ac0f-4921-b780-e3e29f46f14a,eemmywoo6fvq,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 100 ms, finished with status code: 200",2021-10-10T17:59:17.569683172Z,projects/taller3-pcuneo/traces/a93a0efbc18fbb41787e01038271c203
,,,,,,,,,,000000-1aaefab1-d4fa-4a84-b258-ed039aeecadd,eemmywoo6fvq,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.0 about POST,2021-10-10T17:59:17.568Z,projects/taller3-pcuneo/traces/a93a0efbc18fbb41787e01038271c203
,,,,,,,,,,000000-da4f97cf-0a12-48fe-89d0-a95b462fca6a,x7s1jkvgb8xl,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.555787331Z,projects/taller3-pcuneo/traces/c7adbdd30748ac21ffcf63e92855d2f2
,,,,,,,,,,000000-d2e19f25-5653-48ce-8501-43019424a843,x7s1r2ivj3dp,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 80 ms, finished with status code: 200",2021-10-10T17:59:17.551898369Z,projects/taller3-pcuneo/traces/cd68ca84abbfbf23043f4023a2d90275
,,,,,,,,,,000000-83d2b97e-6626-40ae-ba48-6be33748ac96,x7s1r2ivj3dp,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.0 about GET,2021-10-10T17:59:17.550Z,projects/taller3-pcuneo/traces/cd68ca84abbfbf23043f4023a2d90275
,,,,,,,,,,000000-53d98472-b832-4f52-a3ca-ce357a0c54d8,x7s1r2ivj3dp,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.472575123Z,projects/taller3-pcuneo/traces/cd68ca84abbfbf23043f4023a2d90275
,,,,,,,,,,000000-5d3f0def-a8dd-4dc2-9118-9f0120e0ab7b,eemmywoo6fvq,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.470252043Z,projects/taller3-pcuneo/traces/a93a0efbc18fbb41787e01038271c203
,,,,,,,,,,000000-7e4bf5d4-4570-4024-a16b-aec1676d76a7,x7s1po5ascgw,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 21 ms, finished with status code: 200",2021-10-10T17:59:17.469170895Z,projects/taller3-pcuneo/traces/0783ec6b1227bd8b75c537a7f33b5621
,,,,,,,,,,000000-542c049a-a343-4bd8-9379-ed8bc62e36a0,eemmymjfuwd2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 90 ms, finished with status code: 200",2021-10-10T17:59:17.467730402Z,projects/taller3-pcuneo/traces/c40a4984020b8916d5ef5448889189c7
,,,,,,,,,,000000-d1ffb1de-9819-4a44-a8fe-ade9ccf066ca,x7s1po5ascgw,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.009999999999990905 offices GET,2021-10-10T17:59:17.467Z,projects/taller3-pcuneo/traces/0783ec6b1227bd8b75c537a7f33b5621
,,,,,,,,,,000000-245bec70-8d53-4712-a4ac-c2137648a4a8,eemmymjfuwd2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.010000000000005116 home POST,2021-10-10T17:59:17.466Z,projects/taller3-pcuneo/traces/c40a4984020b8916d5ef5448889189c7
,,,,,,,,,,000000-38a8579e-6de6-4dc9-87f5-a87ffb3593b2,x7s1po5ascgw,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.449199408Z,projects/taller3-pcuneo/traces/0783ec6b1227bd8b75c537a7f33b5621
,,,,,,,,,,000000-ebc96081-be76-4170-bbba-12d6f07e9bbc,eemmymjfuwd2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.377857975Z,projects/taller3-pcuneo/traces/c40a4984020b8916d5ef5448889189c7
,,,,,,,,,,000000-9c13f717-3162-4361-b424-a90987ed87af,eemmzg9d98at,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 95 ms, finished with status code: 200",2021-10-10T17:59:17.375592031Z,projects/taller3-pcuneo/traces/a109891cc917cdca88b9a1755376162b
,,,,,,,,,,000000-e6784222-8dff-48d4-aa8f-f654c012b135,eemmzg9d98at,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.0 about GET,2021-10-10T17:59:17.374Z,projects/taller3-pcuneo/traces/a109891cc917cdca88b9a1755376162b
,,,,,,,,,,000000-33b310d6-f99a-49a4-9f1a-fc4d34aa5229,x7s1egmqelq7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 84 ms, finished with status code: 200",2021-10-10T17:59:17.369874680Z,projects/taller3-pcuneo/traces/450f45af44af8acc47134093b1aabbbe
,,,,,,,,,,000000-1b2e7692-2ba6-4753-9588-fbf55ceb82f4,x7s1egmqelq7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.010000000000005116 home GET,2021-10-10T17:59:17.366Z,projects/taller3-pcuneo/traces/450f45af44af8acc47134093b1aabbbe
,,,,,,,,,,000000-1a57b2ce-0166-42a9-bd74-967d7194623b,z1svnyo3bgj2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.363131676Z,projects/taller3-pcuneo/traces/72b39a84bd00b3b3b0c379cda56a3ffb
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f5000580676426e89c,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.432928787Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.360551Z,projects/taller3-pcuneo/traces/90c4bb21380632ad8f78bf29b72c8dd3
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,GET,389,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f500057ca676dc642e,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.432928787Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.359590Z,projects/taller3-pcuneo/traces/6a13862af032f2a5f917053eeb7f0d80
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,POST,411,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f500057bebcb212756,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.432928787Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.359403Z,projects/taller3-pcuneo/traces/512b1b9236bd77ff6514d4b26737fd99
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f500057be566a6ba51,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.432928787Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.359397Z,projects/taller3-pcuneo/traces/cd3952ee2538518f30cca5f97cb555d6
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f500057ba6b5deb89e,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.432928787Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.359334Z,projects/taller3-pcuneo/traces/48564c89017fcbf74f589ef816cd48c6
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f500057b837633e120,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.432928787Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.359299Z,projects/taller3-pcuneo/traces/9463f4a701d977a3a1982ed990f29778
,,,,,,,,,,000000-0ca7c10d-04b4-4709-97be-08351a740f4c,z1svvbbkcgly,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 82 ms, finished with status code: 200",2021-10-10T17:59:17.357823962Z,projects/taller3-pcuneo/traces/bfeca6b72a18a093b9e22a9a2a697fde
,,,,,,,,,,000000-909fa68d-4df7-4d9a-96d1-b511d94a1412,z1svvbbkcgly,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.0 home GET,2021-10-10T17:59:17.291Z,projects/taller3-pcuneo/traces/bfeca6b72a18a093b9e22a9a2a697fde
,,,,,,,,,,000000-7bbcaed5-423b-4e85-9e86-44208777bc16,x7s1egmqelq7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.286686771Z,projects/taller3-pcuneo/traces/450f45af44af8acc47134093b1aabbbe
,,,,,,,,,,000000-74fe9725-b3ad-476a-9d74-7a1bc538efde,x7s1v1b6ygg9,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 31 ms, finished with status code: 200",2021-10-10T17:59:17.282338012Z,projects/taller3-pcuneo/traces/4be6f4a6d35e79cafd6bad340d07bb1a
,,,,,,,,,,000000-d8931cdc-2b11-43f7-a8a4-40ee513fd704,eemmzg9d98at,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.280652532Z,projects/taller3-pcuneo/traces/a109891cc917cdca88b9a1755376162b
,,,,,,,,,,000000-0dbac049-0936-4544-b065-6d322143a2de,eemmfbbg1zr0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 20 ms, finished with status code: 200",2021-10-10T17:59:17.278224066Z,projects/taller3-pcuneo/traces/12f7a0c09be1181a10d013a89eac4215
,,,,,,,,,,000000-7ed9164a-b61e-4101-afaa-ce152565d5c4,x7s1v1b6ygg9,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.0 about POST,2021-10-10T17:59:17.277Z,projects/taller3-pcuneo/traces/4be6f4a6d35e79cafd6bad340d07bb1a
,,,,,,,,,,000000-3b2871a2-7b68-4649-9621-ae9d19b795b3,eemmfbbg1zr0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.0 home GET,2021-10-10T17:59:17.277Z,projects/taller3-pcuneo/traces/12f7a0c09be1181a10d013a89eac4215
,,,,,,,,,,000000-7d2f7171-df12-4632-a108-6d46361fb96e,z1svvbbkcgly,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.276370797Z,projects/taller3-pcuneo/traces/bfeca6b72a18a093b9e22a9a2a697fde
,,,,,,,,,,000000-832a4d30-379c-4651-b633-2c097dc6c2df,z1svuqukysfd,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 111 ms, finished with status code: 200",2021-10-10T17:59:17.273227315Z,projects/taller3-pcuneo/traces/658b3c73272c2822b6642cdb4a1da262
,,,,,,,,,,000000-e7294ff0-abea-43b3-a266-3320701cc8ea,z1svuqukysfd,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.010000000000005116 home POST,2021-10-10T17:59:17.271Z,projects/taller3-pcuneo/traces/658b3c73272c2822b6642cdb4a1da262
,,,,,,,,,,000000-c7cb4170-008c-4ae9-b5a9-49156bec3b8d,eemmfbbg1zr0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.258613975Z,projects/taller3-pcuneo/traces/12f7a0c09be1181a10d013a89eac4215
,,,,,,,,,,000000-bb016633-dfbf-4d92-a173-fd351ff40079,eemmn15vxs4o,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 99 ms, finished with status code: 200",2021-10-10T17:59:17.255951903Z,projects/taller3-pcuneo/traces/666d565ee33ba232b49512c4ac18af0e
,,,,,,,,,,000000-d29e569f-87be-4a99-9459-52e6caee7f57,x7s1v1b6ygg9,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.252085064Z,projects/taller3-pcuneo/traces/4be6f4a6d35e79cafd6bad340d07bb1a
,,,,,,,,,,000000-e2f8bc19-dd1f-40cd-a6d3-b185f419ef27,x7s1blq78wj2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 166 ms, finished with status code: 200",2021-10-10T17:59:17.248685517Z,projects/taller3-pcuneo/traces/ba92685c96bb58ca920abc67c75146a2
,,,,,,,,,,000000-a191ba93-8cc2-40b4-a5ca-b33a407d6e2c,x7s1blq78wj2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:26.298357206Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.03999999999999204 about POST,2021-10-10T17:59:17.226Z,projects/taller3-pcuneo/traces/ba92685c96bb58ca920abc67c75146a2
,,,,,,,,,,000000-dbc07ff6-d3fc-4da3-8ff0-3334abc7caa1,eemmn15vxs4o,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.009999999999990905 offices POST,2021-10-10T17:59:17.219Z,projects/taller3-pcuneo/traces/666d565ee33ba232b49512c4ac18af0e
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f50002e6e2be56d4dc,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.406252324Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.190178Z,projects/taller3-pcuneo/traces/506f0f7b5d1b8edfd9fabf4d3fe2a935
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,GET,390,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f50002e6d8deeefbd9,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.406252324Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.190168Z,projects/taller3-pcuneo/traces/ab1fddf5b16a01ffff88dd8eafd4d6dc
0s,HTTP/1.1,2802:8010:153d:d000:de1c:163d:af1f:efe0,GET,390,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,616329f50002e6c5b5606fad,,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-10T17:59:17.406252324Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-10T17:59:17.190149Z,projects/taller3-pcuneo/traces/371a9814cd74dc4f796237161f413ca3
,,,,,,,,,,000000-2a5c3867-07ff-424e-bfa5-48592ea04bcd,z1svuqukysfd,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.162486348Z,projects/taller3-pcuneo/traces/658b3c73272c2822b6642cdb4a1da262
,,,,,,,,,,000000-1d417cd2-e59d-4b6f-8e46-1f87d153dad6,z1svru62qru6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 81 ms, finished with status code: 200",2021-10-10T17:59:17.158268829Z,projects/taller3-pcuneo/traces/11e7cecf521ddc3720be96c65188176a
,,,,,,,,,,000000-c0d26683-9590-40c0-b985-02429c4705f7,eemmn15vxs4o,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-10T17:59:17.157944774Z,projects/taller3-pcuneo/traces/666d565ee33ba232b49512c4ac18af0e
,,,,,,,,,,000000-5b045601-2386-467f-bde3-5623c72ea32b,z1svru62qru6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:25.002789881Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.010000000000005116 home GET,2021-10-10T17:59:17.157Z,projects/taller3-pcuneo/traces/11e7cecf521ddc3720be96c65188176a
,,,,,,,,,,000000-ff32f39a-b530-4954-a844-79158409e33a,eemmfv4zgyb3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 96 ms, finished with status code: 200",2021-10-10T17:59:17.155607946Z,projects/taller3-pcuneo/traces/fe3f55568dd83bf82b76c8d100eead59
,,,,,,,,,,000000-d7373336-0c95-4588-8f41-85f15383179c,eemmfv4zgyb3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-10T17:59:24.727024426Z,api,taller3-pcuneo,us-central1,cloud_function,,api 0.0 home POST,2021-10-10T17:59:17.085Z,projects/taller3-pcuneo/traces/fe3f55568dd83bf82b76c8d100eead59
