httpRequest.latency,httpRequest.protocol,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,411,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c800059ab721a683bd,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:48.661959968Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:48.367287Z,projects/taller3-pcuneo/traces/75b4cd93e48eafbacfb8e22f8464a7c5
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c800059ab4c7998ddb,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:48.661959968Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:48.367284Z,projects/taller3-pcuneo/traces/9950713522e102ade4127d4a563820f1
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,388,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c800059aaef476d070,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:48.661959968Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:48.367278Z,projects/taller3-pcuneo/traces/bb151520a2df572269cb4eb2745cbfd5
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,389,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/jobs,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c800059a97e545e50d,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:48.661959968Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:48.367255Z,projects/taller3-pcuneo/traces/88251d2bc0bfe2cd5f694a4f4f902ed3
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c800059a5f3dd6d55f,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:48.661959968Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:48.367199Z,projects/taller3-pcuneo/traces/27340e7a13f94718545434b108ea345b
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,391,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c800059a3aefa6faed,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:48.661959968Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:48.367162Z,projects/taller3-pcuneo/traces/2436559421746c1f455af608a2f6bac9
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c800059a38567de99f,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:48.661959968Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:48.367160Z,projects/taller3-pcuneo/traces/573be0fad72d72189a3c81a12ab59fa0
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b917a8ebbc418,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.758138Z,projects/taller3-pcuneo/traces/548fef8638ed0dbe4ea1c96b1b9f2d77
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,390,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b9131d3706aac,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.758065Z,projects/taller3-pcuneo/traces/d0a319214c9eafa41928b28ab7cf97e5
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,411,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/legals,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b90fbbeb5fc8c,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.758011Z,projects/taller3-pcuneo/traces/9fa029f84fb8b5b3e4a04fbd8e847633
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b90ead6dd949a,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.757994Z,projects/taller3-pcuneo/traces/1736db4f0f35e865e7e740595be6b757
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b90b3dcbb908f,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.757939Z,projects/taller3-pcuneo/traces/cf3c161c22700c328a0dd4244e8f2f04
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b90aeed1e7753,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.757934Z,projects/taller3-pcuneo/traces/49d91f8f4660c6bb79f40c6aa23c0fc5
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/jobs,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b90a9fd19f8b6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.757929Z,projects/taller3-pcuneo/traces/f5ed6cd2af7bc7345ef7da7c66c7c385
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,390,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b90a109e44fb3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.757921Z,projects/taller3-pcuneo/traces/8beb219d965c39771b7a6379b358340f
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b909fbdd2d6f4,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.757919Z,projects/taller3-pcuneo/traces/9609ae2d5c5655b1c1b80424af672029
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b90942c99695f,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.757908Z,projects/taller3-pcuneo/traces/758ae0669c544f834474ee0856024440
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,413,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/offices,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000b902f5056e9ff,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.992818064Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.757807Z,projects/taller3-pcuneo/traces/e484e6a926138a2d363659a76daf8218
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000599941be9d82c,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.504533525Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.366996Z,projects/taller3-pcuneo/traces/d6743c094842996c65c9fdcc15c0616c
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,391,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000377c5413c66e9,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.329900725Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.227269Z,projects/taller3-pcuneo/traces/299cddcdd80e7f466484e41e03e86c88
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,411,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c70003779ca6ff455a,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.329900725Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.227228Z,projects/taller3-pcuneo/traces/9cf0cc056d23860c7c2c1b05d472eb11
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c70003778a8889840b,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.329900725Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.227210Z,projects/taller3-pcuneo/traces/9894421f8b9229865520b114dca3e51e
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,390,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c7000377812c49f022,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.329900725Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.227201Z,projects/taller3-pcuneo/traces/e6433056c75fc7eb4a78f42d9512d537
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,390,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c70003777703dfa825,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.329900725Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.227191Z,projects/taller3-pcuneo/traces/6560dae81451a2f6da368716a76727c0
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,389,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c70003776d4e382f8c,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.329900725Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.227181Z,projects/taller3-pcuneo/traces/0290441d1259b3d692b1e1ed6cc6a1a0
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c70003776ae94e7a7d,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.329900725Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:47.227178Z,projects/taller3-pcuneo/traces/175754bf424ef826e423efc147ddc1c5
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000cf940c2a6c3c7,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.171851698Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.850240Z,projects/taller3-pcuneo/traces/a61b7cc7ef7ad7a97d20df6563abe28f
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000cf912e4cb10c0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.171851698Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.850194Z,projects/taller3-pcuneo/traces/ef41a80ca01331cc629dbb533bb51a79
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000cf8f227213ca0,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.171851698Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.850162Z,projects/taller3-pcuneo/traces/6232f54a6a97724c3efdf2537227021b
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000cf8573c3882ad,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.171851698Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.850007Z,projects/taller3-pcuneo/traces/18cd6c73342ea19a96cb8e2a0a3fcfd0
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,391,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000cf850dc3bf9f5,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:47.171851698Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.850Z,projects/taller3-pcuneo/traces/5835cd21a12e91c928bf75712cc388d3
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,389,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000789f6665962cd,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.494070Z,projects/taller3-pcuneo/traces/49a42986fcefda621004b7c64ea89fa1
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,388,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000789f5abf66188,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.494069Z,projects/taller3-pcuneo/traces/8252325b33aac06073bd50c336bf12b4
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,389,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000789ed19c937ee,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.494061Z,projects/taller3-pcuneo/traces/c646f929911a20a45ba5ba3babe010a7
0s,HTTP/1.1,201.176.130.88,POST,406,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/legals,14,216.239.36.54,429,python-requests/2.26.0,6161e0c6000789d1e25c80cb,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.494033Z,projects/taller3-pcuneo/traces/a159d6ed5a1115ce22f58d33733a7f5f
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,391,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000789cb70dea67b,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.494027Z,projects/taller3-pcuneo/traces/ab499c92bd37062785b07bf0a2a00baa
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000789b3ed5418ff,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.494003Z,projects/taller3-pcuneo/traces/8d937073669b9d9055ebf5b7a1a6554b
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,411,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c60007898fee0f88f3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.493967Z,projects/taller3-pcuneo/traces/8b66fde1b443184b374bcd01102f27ab
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c600078921aa044c91,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.493857Z,projects/taller3-pcuneo/traces/1f8ccb43bc311459e45b4260532ebed9
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c600078917641b3631,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.493847Z,projects/taller3-pcuneo/traces/606f4d5c325d47530277991fae3908f8
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c60007890dfc5108f8,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.493837Z,projects/taller3-pcuneo/traces/39ca0515631b0498602390cd5dd612e8
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,389,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c600078907c2b11ea3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.661382563Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.493831Z,projects/taller3-pcuneo/traces/d132df24a597b83892934949350f682d
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c600055774780f0309,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.513116456Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.350068Z,projects/taller3-pcuneo/traces/409ee24fb662ae34d0a9ab675d822c2f
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,389,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000556d8d8faf58e,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.513116456Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.349912Z,projects/taller3-pcuneo/traces/2cbbb9c50d736c6fd13242528863b0dd
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,389,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000556b77f7e7b67,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.513116456Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.349879Z,projects/taller3-pcuneo/traces/50a9db7a913c7436ad8ffba1cd0e537b
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,409,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000556add8d7a149,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.513116456Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.349869Z,projects/taller3-pcuneo/traces/9b13b3bd04bb3a2b8fe7613444aaa424
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,GET,392,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/legals,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000556a75d302da1,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.513116456Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.349863Z,projects/taller3-pcuneo/traces/d5d081c91ccffa791935f4330428be05
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/home,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c6000556a206b47a42,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.513116456Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.349858Z,projects/taller3-pcuneo/traces/41d7050031ee01e25092b3a9a7f18e86
0s,HTTP/1.1,2802:8010:153d:d000:ef1b:f11e:2b38:db7d,POST,410,http://us-central1-taller3-pcuneo.cloudfunctions.net/api/visits/about,14,2001:4860:4802:36::36,429,python-requests/2.26.0,6161e0c60005569e02203f69,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Frequests,2021-10-09T18:34:46.513116456Z,api,taller3-pcuneo,us-central1,cloud_function,WARNING,The request was aborted because there was no available instance.,2021-10-09T18:34:46.349854Z,projects/taller3-pcuneo/traces/6fdfa1bf8129e28081fd2eff434a9324
